,,DASE_C,,,,DASE_O,,,,AD_S,,,,POET_S,,,,NREL_S,,,,AD_N,,,,POET_N,,,,NREL_N,,,,CS_N,,,,GWC16,,,,GWC20,,,
,days,1P,2PS,2PP,3PP,1P.1,2PS.1,2PP.1,3PP.1,1P.2,2PS.2,2PP.2,3PP.2,1P.3,2PS.3,2PP.3,3PP.3,1P.4,2PS.4,2PP.4,3PP.4,1P.5,2PS.5,2PP.5,3PP.5,1P.6,2PS.6,2PP.6,3PP.6,1P.7,2PS.7,2PP.7,3PP.7,1P.8,2PS.8,2PP.8,3PP.8,1P.9,2PS.9,2PP.9,3PP.9,1P.10,2PS.10,2PP.10,3PP
305,22193,1199.219074,1499.497548,284.7635372,2724.908512,1198.988677,1504.92482,286.1180978,516.4419349,1202.893009,1382.961331,268.7157722,2025.455339,1208.770612,1266.69385,94.72105433,188.8958638,1280.328491,1496.052733,211.5455162,2955.731472,869.1838994,993.1171404,163.1977554,1457.74153,871.9906466,913.8709169,61.96710083,157.5201684,907.0772676,1016.170283,138.3850676,1591.074433,880.8700177,1338.44856,375.8153495,518.3277359,540.8738446,542.4943356,56.83313387,83.37553455,535.0957343,535.8703914,62.89785774,140.7710986
306,22266,1199.219074,1499.505079,284.7643793,2724.908512,1198.988677,1504.935579,286.118933,516.4419349,1202.893009,1382.96186,268.7162526,2025.455517,1208.770615,1266.704618,94.72179243,188.8958641,1280.328491,1496.052733,211.5462745,2955.731472,869.1838994,993.1186226,163.1983695,1457.741532,871.9906814,913.8758185,61.96773441,157.5201684,907.0772676,1016.170283,138.3856107,1591.074433,880.8700177,1338.44856,375.8164257,518.3277359,540.8738694,542.4948367,56.83326401,83.37560159,535.0957573,535.8710483,62.89796889,140.7711087
307,22339,1199.219074,1499.512409,284.7652214,2724.908513,1198.988677,1504.946064,286.1197683,516.4419349,1202.893009,1382.96237,268.716733,2025.455696,1208.770618,1266.715108,94.72253053,188.8958644,1280.328491,1496.052734,211.5470328,2955.731472,869.1838994,993.120058,163.1989836,1457.741534,871.9907145,913.8805853,61.96836799,157.5201684,907.0772676,1016.170283,138.3861537,1591.074433,880.8700177,1338.44856,375.8175019,518.3277359,540.8738932,542.4953207,56.83339414,83.37566863,535.0957792,535.8716837,62.89808004,140.7711187
308,22412,1199.219074,1499.519541,284.7660635,2724.908513,1198.988677,1504.95628,286.1206036,516.4419349,1202.893009,1382.962861,268.7172134,2025.455875,1208.770621,1266.725328,94.72326863,188.8958648,1280.328491,1496.052734,211.5477912,2955.731472,869.1838994,993.1214482,163.1995976,1457.741536,871.9907462,913.8852212,61.96900157,157.5201684,907.0772676,1016.170284,138.3866967,1591.074433,880.8700177,1338.44856,375.8185781,518.3277359,540.8739159,542.4957883,56.83352427,83.37573567,535.0958002,535.8722981,62.89819119,140.7711288
309,22485,1199.219074,1499.526482,284.7669056,2724.908513,1198.988677,1504.966235,286.1214388,516.4419349,1202.893009,1382.963334,268.7176938,2025.456054,1208.770624,1266.735285,94.72400672,188.8958651,1280.328491,1496.052734,211.5485495,2955.731472,869.1838994,993.1227946,163.2002117,1457.741538,871.9907765,913.8897296,61.96963515,157.5201684,907.0772676,1016.170284,138.3872398,1591.074433,880.8700177,1338.44856,375.8196542,518.3277359,540.8739376,542.4962401,56.8336544,83.3758027,535.0958203,535.8728922,62.89830234,140.7711389
310,22558,1199.219074,1499.533237,284.7677477,2724.908514,1198.988677,1504.975936,286.1222741,516.4419349,1202.893009,1382.96379,268.7181742,2025.456232,1208.770627,1266.744985,94.72474482,188.8958654,1280.328491,1496.052734,211.5493079,2955.731472,869.1838994,993.1240986,163.2008258,1457.74154,871.9908054,913.8941141,61.97026872,157.5201684,907.0772676,1016.170284,138.3877828,1591.074433,880.8700177,1338.44856,375.8207304,518.3277359,540.8739583,542.4966765,56.83378454,83.37586974,535.0958394,535.8734668,62.89841348,140.771149
311,22631,1199.219074,1499.53981,284.7685898,2724.908514,1198.988677,1504.985389,286.1231093,516.4419349,1202.893009,1382.96423,268.7186546,2025.456411,1208.77063,1266.754435,94.72548292,188.8958658,1280.328491,1496.052734,211.5500662,2955.731472,869.1838994,993.1253615,163.2014398,1457.741542,871.990833,913.8983781,61.9709023,157.5201684,907.0772676,1016.170284,138.3883259,1591.074433,880.8700177,1338.44856,375.8218066,518.3277359,540.8739781,542.4970981,56.83391467,83.37593678,535.0958577,535.8740225,62.89852463,140.7711591
312,22704,1199.219074,1499.546207,284.7694319,2724.908514,1198.988677,1504.9946,286.1239446,516.4419349,1202.893009,1382.964654,268.719135,2025.45659,1208.770632,1266.763641,94.72622101,188.8958661,1280.328491,1496.052734,211.5508245,2955.731472,869.1838994,993.1265845,163.2020539,1457.741544,871.9908594,913.902525,61.97153588,157.5201684,907.0772676,1016.170284,138.3888689,1591.074433,880.8700177,1338.44856,375.8228827,518.3277359,540.8739971,542.4975054,56.8340448,83.37600382,535.0958752,535.8745599,62.89863578,140.7711692
313,22777,1199.219074,1499.552431,284.770274,2724.908514,1198.988677,1505.003576,286.1247798,516.4419349,1202.893009,1382.965062,268.7196154,2025.456769,1208.770634,1266.77261,94.72695911,188.8958664,1280.328491,1496.052734,211.5515829,2955.731472,869.1838994,993.1277691,163.2026679,1457.741546,871.9908846,913.9065578,61.97216945,157.5201684,907.0772676,1016.170284,138.389412,1591.074433,880.8700177,1338.44856,375.8239589,518.3277359,540.8740152,542.4978989,56.83417493,83.37607086,535.0958919,535.8750796,62.89874693,140.7711793
314,22850,1199.219074,1499.558489,284.7711161,2724.908515,1198.988677,1505.012322,286.1256151,516.4419349,1202.893009,1382.965456,268.7200958,2025.456947,1208.770637,1266.781349,94.7276972,188.8958667,1280.328491,1496.052735,211.5523412,2955.731472,869.1838994,993.1289163,163.203282,1457.741548,871.9909087,913.9104798,61.97280303,157.5201684,907.0772676,1016.170284,138.389955,1591.074433,880.8700177,1338.44856,375.825035,518.3277359,540.8740325,542.4982791,56.83430506,83.3761379,535.0959079,535.8755821,62.89885808,140.7711894
315,22923,1199.219074,1499.564384,284.7719582,2724.908515,1198.988677,1505.020844,286.1264504,516.4419349,1202.893009,1382.965835,268.7205762,2025.457126,1208.770639,1266.789862,94.7284353,188.8958671,1280.328491,1496.052735,211.5530995,2955.731472,869.1838994,993.1300273,163.2038961,1457.74155,871.9909317,913.914294,61.9734366,157.5201684,907.0772676,1016.170284,138.3904981,1591.074433,880.8700177,1338.44856,375.8261112,518.3277359,540.874049,542.4986463,56.8344352,83.37620494,535.0959231,535.8760681,62.89896922,140.7711995
316,22996,1199.219074,1499.570121,284.7728003,2724.908515,1198.988677,1505.029149,286.1272856,516.4419349,1202.893009,1382.966201,268.7210565,2025.457305,1208.770641,1266.798155,94.72917339,188.8958674,1280.328491,1496.052735,211.5538579,2955.731472,869.1838994,993.1311033,163.2045101,1457.741552,871.9909536,913.9180034,61.97407018,157.5201684,907.0772676,1016.170284,138.3910411,1591.074433,880.8700177,1338.44856,375.8271874,518.3277359,540.8740648,542.4990011,56.83456533,83.37627198,535.0959377,535.8765381,62.89908037,140.7712096
317,23069,1199.219074,1499.575703,284.7736424,2724.908515,1198.988677,1505.037242,286.1281209,516.4419349,1202.893009,1382.966553,268.7215369,2025.457484,1208.770642,1266.806235,94.72991148,188.8958677,1280.328491,1496.052735,211.5546162,2955.731472,869.1838994,993.1321454,163.2051242,1457.741554,871.9909746,913.9216108,61.97470375,157.5201684,907.0772676,1016.170284,138.3915841,1591.074433,880.8700177,1338.44856,375.8282635,518.3277359,540.8740799,542.4993438,56.83469546,83.37633902,535.0959516,535.8769927,62.89919152,140.7712197
318,23142,1199.219074,1499.581136,284.7744845,2724.908516,1198.988677,1505.045127,286.1289561,516.4419349,1202.893009,1382.966893,268.7220173,2025.457662,1208.770644,1266.814107,94.73064957,188.8958681,1280.328491,1496.052735,211.5553745,2955.731472,869.1838994,993.1331547,163.2057383,1457.741555,871.9909946,913.925119,61.97533732,157.5201684,907.0772676,1016.170284,138.3921272,1591.074433,880.8700177,1338.44856,375.8293397,518.3277359,540.8740944,542.4996749,56.83482559,83.37640606,535.0959649,535.8774322,62.89930267,140.7712298
319,23215,1199.219074,1499.586422,284.7753266,2724.908516,1198.988677,1505.052812,286.1297914,516.4419349,1202.893009,1382.96722,268.7224977,2025.457841,1208.770646,1266.821776,94.73138767,188.8958684,1280.328491,1496.052735,211.5561329,2955.731472,869.1838994,993.1341322,163.2063523,1457.741557,871.9910138,913.9285309,61.97597089,157.5201684,907.0772676,1016.170284,138.3926702,1591.074433,880.8700177,1338.44856,375.8304158,518.3277359,540.8741082,542.4999948,56.83495572,83.3764731,535.0959776,535.8778573,62.89941381,140.7712399
320,23288,1199.219074,1499.591567,284.7761687,2724.908516,1198.988677,1505.060299,286.1306266,516.4419349,1202.893009,1382.967536,268.7229781,2025.45802,1208.770647,1266.829247,94.73212576,188.8958687,1280.328491,1496.052735,211.5568912,2955.731472,869.1838994,993.1350789,163.2069664,1457.741559,871.9910321,913.931849,61.97660447,157.5201684,907.0772676,1016.170284,138.3932133,1591.074433,880.8700177,1338.44856,375.831492,518.3277359,540.8741213,542.5003038,56.83508586,83.37654013,535.0959898,535.8782684,62.89952496,140.77125
321,23361,1199.219074,1499.596574,284.7770108,2724.908517,1198.988677,1505.067595,286.1314619,516.4419349,1202.893009,1382.96784,268.7234585,2025.458199,1208.770649,1266.836526,94.73286385,188.895869,1280.328491,1496.052735,211.5576495,2955.731472,869.1838994,993.1359957,163.2075804,1457.741561,871.9910495,913.9350758,61.97723804,157.5201684,907.0772676,1016.170284,138.3937563,1591.074433,880.8700177,1338.44856,375.8325681,518.3277359,540.8741339,542.5006023,56.83521599,83.37660717,535.0960014,535.8786659,62.89963611,140.7712601
322,23434,1199.219074,1499.601446,284.7778529,2724.908517,1198.988677,1505.074705,286.1322971,516.4419349,1202.893009,1382.968133,268.7239389,2025.458378,1208.77065,1266.843617,94.73360194,188.8958694,1280.328491,1496.052735,211.5584078,2955.731472,869.1838994,993.1368836,163.2081945,1457.741563,871.9910662,913.938214,61.97787161,157.5201684,907.0772676,1016.170284,138.3942994,1591.074433,880.8700177,1338.44856,375.8336442,518.3277359,540.874146,542.5008907,56.83534612,83.37667421,535.0960125,535.8790503,62.89974726,140.7712702
323,23507,1199.219074,1499.606187,284.778695,2724.908517,1198.988677,1505.081633,286.1331324,516.4419349,1202.893009,1382.968416,268.7244193,2025.458556,1208.770652,1266.850525,94.73434003,188.8958697,1280.328491,1496.052735,211.5591662,2955.731472,869.1838994,993.1377436,163.2088085,1457.741565,871.9910821,913.9412659,61.97850518,157.5201684,907.0772676,1016.170284,138.3948424,1591.074433,880.8700177,1338.44856,375.8347204,518.3277359,540.8741575,542.5011693,56.83547625,83.37674125,535.0960231,535.8794221,62.8998584,140.7712803
324,23580,1199.219074,1499.610801,284.7795371,2724.908517,1198.988677,1505.088384,286.1339676,516.4419349,1202.893009,1382.968688,268.7248997,2025.458735,1208.770653,1266.857256,94.73507812,188.89587,1280.328491,1496.052735,211.5599245,2955.731472,869.1838994,993.1385764,163.2094226,1457.741567,871.9910974,913.944234,61.97913875,157.5201684,907.0772676,1016.170284,138.3953854,1591.074433,880.8700177,1338.44856,375.8357965,518.3277359,540.8741685,542.5014385,56.83560638,83.37680829,535.0960332,535.8797817,62.89996955,140.7712904
325,23653,1199.219074,1499.615291,284.7803792,2724.908518,1198.988677,1505.094963,286.1348029,516.4419349,1202.893009,1382.96895,268.7253801,2025.458914,1208.770654,1266.863813,94.73581621,188.8958703,1280.328491,1496.052735,211.5606828,2955.731472,869.1838994,993.139383,163.2100367,1457.741569,871.9911119,913.9471205,61.97977232,157.5201684,907.0772676,1016.170284,138.3959285,1591.074433,880.8700177,1338.44856,375.8368726,518.3277359,540.874179,542.5016985,56.83573652,83.37687533,535.0960429,535.8801294,62.9000807,140.7713005
326,23726,1199.219074,1499.61966,284.7812213,2724.908518,1198.988677,1505.101373,286.1356381,516.4419349,1202.893009,1382.969203,268.7258605,2025.459093,1208.770655,1266.870201,94.7365543,188.8958707,1280.328491,1496.052736,211.5614412,2955.731472,869.1838994,993.1401642,163.2106507,1457.741571,871.9911258,913.9499276,61.98040589,157.5201685,907.0772676,1016.170284,138.3964715,1591.074433,880.8700177,1338.44856,375.8379488,518.3277359,540.874189,542.5019497,56.83586665,83.37694237,535.0960521,535.8804656,62.90019185,140.7713106
327,23799,1199.219074,1499.623912,284.7820634,2724.908518,1198.988677,1505.107619,286.1364733,516.4419349,1202.893009,1382.969447,268.7263408,2025.459271,1208.770656,1266.876424,94.73729239,188.895871,1280.328491,1496.052736,211.5621995,2955.731472,869.1838994,993.1409208,163.2112648,1457.741573,871.9911391,913.9526576,61.98103946,157.5201685,907.0772676,1016.170284,138.3970145,1591.074433,880.8700177,1338.44856,375.8390249,518.3277359,540.8741986,542.5021924,56.83599678,83.37700941,535.0960609,535.8807908,62.90030299,140.7713207
328,23872,1199.219074,1499.62805,284.7829055,2724.908518,1198.988677,1505.113706,286.1373086,516.4419349,1202.893009,1382.969682,268.7268212,2025.45945,1208.770657,1266.882487,94.73803047,188.8958713,1280.328491,1496.052736,211.5629578,2955.731472,869.1838994,993.1416535,163.2118788,1457.741575,871.9911517,913.9553125,61.98167303,157.5201685,907.0772676,1016.170284,138.3975576,1591.074433,880.8700177,1338.44856,375.840101,518.3277359,540.8742078,542.5024269,56.83612691,83.37707645,535.0960694,535.8811052,62.90041414,140.7713308
329,23945,1199.219074,1499.632077,284.7837476,2724.908519,1198.988677,1505.119637,286.1381438,516.4419349,1202.893009,1382.969909,268.7273016,2025.459629,1208.770658,1266.888394,94.73876856,188.8958717,1280.328491,1496.052736,211.5637161,2955.731472,869.1838994,993.1423631,163.2124929,1457.741577,871.9911638,913.9578945,61.98230659,157.5201685,907.0772676,1016.170284,138.3981006,1591.074433,880.8700177,1338.44856,375.8411772,518.3277359,540.8742166,542.5026533,56.83625704,83.37714349,535.0960774,535.8814093,62.90052529,140.7713409
330,24018,1199.219074,1499.635996,284.7845896,2724.908519,1198.988677,1505.125416,286.1389791,516.4419349,1202.893009,1382.970127,268.727782,2025.459808,1208.770659,1266.894149,94.73950665,188.895872,1280.328491,1496.052736,211.5644745,2955.731472,869.1838994,993.1430504,163.2131069,1457.741579,871.9911754,913.9604055,61.98294016,157.5201685,907.0772676,1016.170284,138.3986437,1591.074433,880.8700177,1338.44856,375.8422533,518.3277359,540.8742249,542.5028721,56.83638717,83.37721053,535.0960851,535.8817034,62.90063644,140.771351
331,24091,1199.219074,1499.639809,284.7854317,2724.908519,1198.988677,1505.131048,286.1398143,516.4419349,1202.893009,1382.970337,268.7282624,2025.459986,1208.77066,1266.899755,94.74024473,188.8958723,1280.328491,1496.052736,211.5652328,2955.731472,869.1838994,993.143716,163.213721,1457.741581,871.9911864,913.9628475,61.98357373,157.5201685,907.0772676,1016.170284,138.3991867,1591.074433,880.8700177,1338.44856,375.8433294,518.3277359,540.8742329,542.5030835,56.83651731,83.37727756,535.0960925,535.8819878,62.90074758,140.7713611
332,24164,1199.219074,1499.64352,284.7862738,2724.90852,1198.988677,1505.136536,286.1406496,516.4419349,1202.893009,1382.97054,268.7287428,2025.460165,1208.770661,1266.905217,94.74098282,188.8958726,1280.328491,1496.052736,211.5659911,2955.731472,869.1838994,993.1443606,163.214335,1457.741583,871.991197,913.9652224,61.9842073,157.5201685,907.0772676,1016.170284,138.3997297,1591.074433,880.8700177,1338.44856,375.8444055,518.3277359,540.8742406,542.5032877,56.83664744,83.3773446,535.0960995,535.8822629,62.90085873,140.7713712
333,24237,1199.219074,1499.647131,284.7871159,2724.90852,1198.988677,1505.141883,286.1414848,516.4419349,1202.893009,1382.970736,268.7292232,2025.460344,1208.770661,1266.910538,94.7417209,188.895873,1280.328491,1496.052736,211.5667494,2955.731472,869.1838994,993.1449849,163.2149491,1457.741585,871.9912071,913.967532,61.98484086,157.5201685,907.0772676,1016.170284,138.4002728,1591.074433,880.8700177,1338.44856,375.8454816,518.3277359,540.8742479,542.503485,56.83677757,83.37741164,535.0961062,535.8825288,62.90096988,140.7713813
334,24310,1199.219074,1499.650645,284.787958,2724.90852,1198.988677,1505.147094,286.1423201,516.4419349,1202.893009,1382.970924,268.7297036,2025.460523,1208.770662,1266.915722,94.74245899,188.8958733,1280.328491,1496.052736,211.5675078,2955.731472,869.1838994,993.1455896,163.2155631,1457.741587,871.9912167,913.9697781,61.98547443,157.5201685,907.0772676,1016.170284,138.4008158,1591.074433,880.8700177,1338.44856,375.8465577,518.3277359,540.8742549,542.5036756,56.8369077,83.37747868,535.0961126,535.8827861,62.90108103,140.7713914
335,24383,1199.219074,1499.654065,284.7888001,2724.90852,1198.988677,1505.152172,286.1431553,516.4419349,1202.893009,1382.971106,268.7301839,2025.460702,1208.770663,1266.920773,94.74319707,188.8958736,1280.328491,1496.052736,211.5682661,2955.731472,869.1838994,993.1461752,163.2161772,1457.741589,871.9912259,913.9719625,61.98610799,157.5201685,907.0772676,1016.170284,138.4013588,1591.074433,880.8700177,1338.44856,375.8476339,518.3277359,540.8742616,542.5038597,56.83703783,83.37754572,535.0961188,535.8830348,62.90119217,140.7714015
336,24456,1199.219074,1499.657393,284.7896422,2724.908521,1198.988677,1505.157119,286.1439905,516.4419349,1202.893009,1382.971281,268.7306643,2025.46088,1208.770663,1266.925693,94.74393516,188.895874,1280.328491,1496.052736,211.5690244,2955.731472,869.1838994,993.1467423,163.2167912,1457.74159,871.9912347,913.9740868,61.98674156,157.5201685,907.0772676,1016.170284,138.4019019,1591.074433,880.8700177,1338.44856,375.84871,518.3277359,540.874268,542.5040376,56.83716796,83.37761276,535.0961246,535.8832754,62.90130332,140.7714116
337,24529,1199.219074,1499.660632,284.7904843,2724.908521,1198.988677,1505.161941,286.1448258,516.4419349,1202.893009,1382.971449,268.7311447,2025.461059,1208.770664,1266.930486,94.74467324,188.8958743,1280.328491,1496.052736,211.5697827,2955.731472,869.1838994,993.1472916,163.2174053,1457.741592,871.991243,913.9761528,61.98737512,157.5201685,907.0772676,1016.170284,138.4024449,1591.074433,880.8700177,1338.44856,375.8497861,518.3277359,540.8742741,542.5042094,56.83729809,83.3776798,535.0961302,535.883508,62.90141447,140.7714217
338,24602,1199.219074,1499.663784,284.7913263,2724.908521,1198.988677,1505.166639,286.145661,516.4419349,1202.893009,1382.971612,268.7316251,2025.461238,1208.770664,1266.935156,94.74541132,188.8958746,1280.328491,1496.052736,211.570541,2955.731472,869.1838994,993.1478235,163.2180193,1457.741594,871.9912511,913.978162,61.98800868,157.5201685,907.0772676,1016.170284,138.4029879,1591.074433,880.8700177,1338.44856,375.8508622,518.3277359,540.8742799,542.5043754,56.83742823,83.37774684,535.0961356,535.883733,62.90152562,140.7714318
